License No,Agency Name,Name of the Proprietor,Status,License Eeffective Date,License Renew Date,License Exp Date,Division,District,Thana
0012784,"Delight Aviation","MOSTAK AHMED BIN HOSSAIN","License expired","05-Oct-2020",,"04-Oct-2023",,,
0012826,"Pyramid Travel and Tours Ltd","Syed Rayhan Bin Wali","License expired","09-Nov-2020",,"08-Nov-2023",,,
0013305,"ASPIRE HOLIDAYS LTD.","MD ABDUR RAZZAK","License expired","19-Jan-2022",,"18-Jan-2025",,,
0013083,"F M TRADING & TRAVELS","Feroz Ahmed","License expired","29-Jun-2021",,"28-Jun-2024",,,
0012842,"Travel Unit","Md. abul Hossain Sumon","License expired","25-Nov-2020",,"24-Nov-2023",,,
0012951,"Al Taif Tours & Travels","Shafiqul Islam","License expired","14-Feb-2021",,"13-Feb-2024",,,
0013070,"Azmeri Travel Agency","MD.EIASER ARAFAT","License expired","24-Jun-2021",,"23-Jun-2024",,,
0012888,"Dolphin Tourism BD","Md. Shohidul Islam","License expired","06-Jan-2021",,"05-Jan-2024",,,
0012835,"Abedin Tours & Travels International","Masud Rana","License expired","17-Nov-2020",,"16-Nov-2023",,,
0012838,"FAVOURITE TOURS AND TRAVELS","Salamat Ullah Babul","License expired","23-Nov-2020",,"22-Nov-2023",,,
0012871,"Al Noor Travels International","Nosrat Jahan (Lili)","License expired","23-Dec-2020",,"22-Dec-2023",,,
0012847,"Next Holidays","Md. Hanif Hossain","License expired","30-Nov-2020",,"29-Nov-2023",,,
0012856,"Monir Air International Tours & Travels","Manirul Islam","License expired","14-Dec-2020",,"13-Dec-2023",,,
0012961,"EZZY SOLUTIONS","Major Md. Adnan Nabin (Rtd.)","License expired","18-Feb-2021",,"17-Feb-2024",,,
0012934,"Sharmila Travels & Tours","Mohammod Shahidur Rahaman","License expired","08-Feb-2021",,"07-Feb-2024",,,
0012846,"Iceland Air International Limited","Md. Farid Uddin","License expired","30-Nov-2020",,"29-Nov-2023",,,
0012855,"FLYAMAR . COM Limited","Mst Tammanna Rahman Moni","License expired","14-Dec-2020",,"13-Dec-2023",,,
0012909,"EHSAN TRAVEL AGENCY","MOHAMMAD REHAN UDDIN","License expired","26-Jan-2021",,"25-Jan-2024",,,
0012876,"SAYEM TOURS & TRAVELS","Golam Farooque Humayun Kabir ","License expired","28-Dec-2020",,"27-Dec-2023",,,
0013151,"TRAVEL CLUB AVIATION","ABU SAEED","License expired","27-Sep-2021",,"26-Sep-2024",,,
0012868,"SAAD OVERSEAS","Md. Mahfuz Molla ","License expired","21-Dec-2020",,"20-Dec-2023",,,
0012933,"Amzad Tours & Travels","Amzad Hossain","License expired","08-Feb-2021",,"07-Feb-2024",,,
0012844,"Fits Services Ltd.","Mohammad Iftekhar Jonaed","License expired","30-Nov-2020",,"29-Nov-2023",,,
0012884,"Mohanagar Overseas Pvt. Ltd.","Liton Prodan","License expired","06-Jan-2021",,"05-Jan-2024",,,
0012866,"Total Logistic & Courier Service Ltd","Morshedul Alam Chaklader","License expired","21-Dec-2020",,"20-Dec-2023",,,
0013102,"Airnet Aviation Limited","M. Mokarram Siddiq ","License expired","10-Aug-2021",,"09-Aug-2024",,,
0013071,"sohosrodhara Tours & Travels","MD REHAN UDDIN ","License expired","28-Jun-2021",,"27-Jun-2024",,,
0012902,"Al Aswad Travel And Tours","Md Nur Alam","License expired","17-Jan-2021",,"16-Jan-2024",,,
0012880,"GOLDEN DEER","Mehedi Hassan","License expired","04-Jan-2021",,"03-Jan-2024",,,
0012932,"Alpha Air Travels and Tours","Salim","License expired","08-Feb-2021",,"07-Feb-2024",,,
0012931,"SK Aviation","Sk Shahid Hossain  ","License expired","08-Feb-2021",,"07-Feb-2024",,,
0013374,"MODINA INTERNATIONAL TRAVELS","MD. NURUL ISLAM","License expired","02-Mar-2022",,"01-Mar-2025",,,
0013072,"Niladri Air International","Md Kursad Alam","License expired","28-Jun-2021",,"27-Jun-2024",,,
0012882,"Rifat Travels & Tourism","Mojibur Rahman","License expired","06-Jan-2021",,"05-Jan-2024",,,
0012930,"Dream International Tour & Travel","Md. Rifat Hossain","License expired","08-Feb-2021",,"07-Feb-2024",,,
0012912,"Sumon Air International","Md. Mizanur Rahman (Sumon)","License expired","28-Jan-2021",,"27-Jan-2024",,,
0012886,"Zachai Ltd","ABDUL AZIZ","License expired","06-Jan-2021",,"05-Jan-2024",,,
0012929,"Zoya Tours & Travels","Md. Eunus Khan","License expired","08-Feb-2021",,"07-Feb-2024",,,
0012928,"AL YOUNUS TRAVELS","Mohammed Younus","License expired","08-Feb-2021",,"07-Feb-2024",,,
0012958,"New Mojumder Air International","Md. Ayub Ali Mazumder","License expired","17-Feb-2021",,"16-Feb-2024",,,
0013778,"AL JANNAT INTERNATIONAL TRAVELS","MD ALI AKBER","License expired","06-Oct-2022",,"05-Oct-2025","Chittagong","CHITTAGONG","PANCHLAISH"
0013675,"Walia Air International","Alhaj Mawlana Md. Oli Ullah Bhoyain","License expired","21-Aug-2022",,"20-Aug-2025","Chittagong","COMILLA","COMILLA SADAR DAKSHIN"
0013834,"MADINA TOUR AND TRAVEL PTE LTD.","Md. Anisur Rahaman","License expired","20-Oct-2022",,"19-Oct-2025","Chittagong","COMILLA","COMILLA ADARSHA SADAR"
0013849,"BAYZID TOURS AND TRAVELS","MD GOLLAM HOSSAN","License expired","26-Oct-2022",,"25-Oct-2025","Dhaka","DHAKA","ADABOR"
0013591,"Asian Air International","Md. Ayub Ali Mamun","License expired","29-Jun-2022",,"28-Jun-2025","Dhaka","DHAKA","BADDA"
0013791,"Valorous Tours & Travels Services.","Mokseda Akther","License expired","12-Oct-2022",,"11-Oct-2025","Dhaka","DHAKA","BADDA"
0013784,"Otium Trip","Md. Al-Amin Khan","License expired","11-Oct-2022",,"10-Oct-2025","Dhaka","DHAKA","BADDA"
0013804,"The Decent International","Shakawat Hossain","License expired","16-Oct-2022",,"15-Oct-2025","Dhaka","DHAKA","BADDA"
0013787,"MASTERMIND TOURS AND TRAVELS","KAZI ENAMUL HOSSAIN","License expired","11-Oct-2022",,"10-Oct-2025","Dhaka","DHAKA","DAKSHINKHAN"
0013872,"Al Bismillah Travels","Md. Suruzzaman Shamim","License expired","02-Nov-2022",,"01-Nov-2025","Dhaka","DHAKA","DAKSHINKHAN"
0013699,"EFTE TOURS & TRAVELS LTD","MD.Merazul islam","License expired","05-Sep-2022",,"04-Sep-2025","Dhaka","DHAKA","DHANMONDI"
0013686,"Merlin Holiday","Jowel Rajoani Meah","License expired","25-Aug-2022",,"24-Aug-2025","Dhaka","DHAKA","DHANMONDI"
0013728,"MH Travels & Tours","Shipon Ahmed","License expired","19-Sep-2022",,"18-Sep-2025","Dhaka","DHAKA","DOHAR"
0013806,"Ruposhi Bangla Trade International","Md. Nesar Uddin Faysal","License expired","16-Oct-2022",,"15-Oct-2025","Dhaka","DHAKA","GANDARIA"
0013605,"HOLIDAY EXPRESS","SYEDA NURE MEAHJABEEN","License expired","04-Jul-2022",,"03-Jul-2025","Dhaka","DHAKA","GULSHAN"
0013674,"TOURHUB LIMITED","Sultan Mahmud","License expired","21-Aug-2022",,"20-Aug-2025","Dhaka","DHAKA","GULSHAN"
0013768,"Bangladesh Travels & Tours","Md. Rezaul Karim","License expired","29-Sep-2022",,"28-Sep-2025","Dhaka","DHAKA","GULSHAN"
0013803,"Kishoreganj International","Md. Mokarom","License expired","16-Oct-2022",,"15-Oct-2025","Dhaka","DHAKA","GULSHAN"
0013907,"Narutanu Travels","J M Mostafizur Rahman","License expired","15-Nov-2022",,"14-Nov-2025","Dhaka","DHAKA","GULSHAN"
0013857,"Grace Travels","Errol Gomes   ","License expired","30-Oct-2022",,"29-Oct-2025","Dhaka","DHAKA","GULSHAN"
0013855,"Touriffy Holidays Ltd.","Md. Younus Sarder","License expired","30-Oct-2022",,"29-Oct-2025","Dhaka","DHAKA","GULSHAN"
0013900,"AMBITION TOURS & TRAVELS","MD. IFTAKHARUL ISLAM","License expired","14-Nov-2022",,"13-Nov-2025","Dhaka","DHAKA","GULSHAN"
0013639,"Sana Air Travels","Md. Tariqul Islam","License expired","27-Jul-2022",,"26-Jul-2025","Dhaka","DHAKA","KAFRUL"
0013749,"AVIAN TOURS & TRAVELS","Muhammad Muksudul Hasan","License expired","26-Sep-2022",,"25-Sep-2025","Dhaka","DHAKA","KAFRUL"
0013745,"Mahbeer Travels Ltd.","Gazi Taukir Rahman Atahari","License expired","22-Sep-2022",,"21-Sep-2025","Dhaka","DHAKA","KAFRUL"
0013836,"WORLDWIDE TRAVELS","MD BAYAZID UDDIN","License expired","20-Oct-2022",,"19-Oct-2025","Dhaka","DHAKA","KHILGAON"
0013846,"WAFA International Travel & Tourism","Syed Md. Mohiuddin","License expired","26-Oct-2022",,"25-Oct-2025","Dhaka","DHAKA","KHILGAON"
0013897,"Global Connection Tours & Travels","Md. Tawhid Biswas","License expired","14-Nov-2022",,"13-Nov-2025","Dhaka","DHAKA","KHILGAON"
0013902,"Sadik Travels & Tours","Md. Saiful Islam","License expired","14-Nov-2022",,"13-Nov-2025","Dhaka","DHAKA","KHILKHET"
0013865,"AL MUKSITH TOURS & TRAVELS","Abdullah Al Faysal","License expired","30-Oct-2022",,"29-Oct-2025","Dhaka","DHAKA","MIRPUR"
0013657,"Ether Travels & Tours Limited","MD. ANISUR RAHMAN","License expired","08-Aug-2022",,"07-Aug-2025","Dhaka","DHAKA","MIRPUR"
0013682,"AIRA WORLD","Md. Shahajul Islam ","License expired","24-Aug-2022",,"23-Aug-2025","Dhaka","DHAKA","MIRPUR"
0013783,"Safeway Travels","Suman Khan","License expired","11-Oct-2022",,"10-Oct-2025","Dhaka","DHAKA","MIRPUR"
0013802,"Mon Air International","A Mizanur Rahaman","License expired","16-Oct-2022",,"15-Oct-2025","Dhaka","DHAKA","MIRPUR"
0013887,"RS Travels & Tours","Md. Mostafijur Rahaman","License expired","08-Nov-2022",,"07-Nov-2025","Dhaka","DHAKA","MIRPUR"
0013608,"Satani Tours & Travels","Mokhlesur Rahman","License expired","04-Jul-2022",,"03-Jul-2025","Dhaka","DHAKA","MOTIJHEEL"
0013562,"SKY HUB AIR SERVICES","Khaled Hasan","License expired","09-Jun-2022",,"08-Jun-2025","Dhaka","DHAKA","MOTIJHEEL"
0013827,"Balance Overseas Ltd.","Tanvir Hasan Sami","License expired","18-Oct-2022",,"17-Oct-2025","Dhaka","DHAKA","MOTIJHEEL"
0013649,"Apon Travels","Syed Kabir Uddin Ahmed","License expired","03-Aug-2022",,"02-Aug-2025","Dhaka","DHAKA","MOTIJHEEL"
0013596,"Quazi Harun Travels","Quazi Harunur Rashid ","License expired","30-Jun-2022",,"29-Jun-2025","Dhaka","DHAKA","MOTIJHEEL"
0013756,"Maliha Travels International","Mrs. Mithe Akter","License expired","26-Sep-2022",,"25-Sep-2025","Dhaka","DHAKA","MOTIJHEEL"
0013863,"Interlink Travel Point","Md. Shameem Al Mamun","License expired","30-Oct-2022",,"29-Oct-2025","Dhaka","DHAKA","MOTIJHEEL"
0013837,"Arab Bangla Aviation","Azim Uddin","License expired","20-Oct-2022",,"19-Oct-2025","Dhaka","DHAKA","MOTIJHEEL"
0013884,"Four S Travel Link","Mohammad Zahirul Islam","License expired","07-Nov-2022",,"06-Nov-2025","Dhaka","DHAKA","MOTIJHEEL"
0013722,"Rafique Enterprise Travel Agent","Md. Rafiquzzaman Khan","License expired","15-Sep-2022",,"14-Sep-2025","Dhaka","DHAKA","MOTIJHEEL"
0013798,"SARACEN  CORPORATION","MD. JAHANGIR  ALAM","License expired","13-Oct-2022",,"12-Oct-2025","Dhaka","DHAKA","MOTIJHEEL"
0013824,"Rihan Tours and Travels","Basir Ahammed ","License expired","18-Oct-2022",,"17-Oct-2025","Dhaka","DHAKA","MOTIJHEEL"
0013862,"BANGLADESH TRAVELS","IQBAL ","License expired","30-Oct-2022",,"29-Oct-2025","Dhaka","DHAKA","MOTIJHEEL"
0013785,"HTS Tours & Travels","Md. Shoriful Islam Hazrot ","License expired","11-Oct-2022",,"10-Oct-2025","Dhaka","DHAKA","MOTIJHEEL"
0013882,"MANIA ENTERPRISE","MUHAMMAD KHALILULLAH","License expired","07-Nov-2022",,"06-Nov-2025","Dhaka","DHAKA","MOTIJHEEL"
0013858,"Rojata Air Travels","Md. Jahangir Alam","License expired","30-Oct-2022",,"29-Oct-2025","Dhaka","DHAKA","MOTIJHEEL"
0013790,"DREAM TOUCH AIR INTERNATIONAL","MD. DIDARUL ALAM","License expired","12-Oct-2022",,"11-Oct-2025","Dhaka","DHAKA","MOTIJHEEL"
0013869,"Rafim Air International Service","MAFIZUL ISLAM","License expired","02-Nov-2022",,"01-Nov-2025","Dhaka","DHAKA","MOTIJHEEL"
0013852,"Tabassum Aviation","M. A. Bashir Bhuiyan","License expired","30-Oct-2022",,"29-Oct-2025","Dhaka","DHAKA","MOTIJHEEL"
0013850,"Ayana International","Mohd. Mahmudul Alam Siddique","License expired","30-Oct-2022",,"29-Oct-2025","Dhaka","DHAKA","MOTIJHEEL"
0013901,"J. K Air International","Jahangir Alam","License expired","14-Nov-2022",,"13-Nov-2025","Dhaka","DHAKA","MOTIJHEEL"
0013799,"ABS Travels Agency & Tourism","Md. Abu Bakar Siddique","License expired","13-Oct-2022",,"12-Oct-2025","Dhaka","DHAKA","PALLABI"
0013650,"AL SHAHADAT AVIATION","SHAHADAT HOSSAIN","License expired","03-Aug-2022",,"02-Aug-2025","Dhaka","DHAKA","PALTAN"
0013789,"BAYEZID AIR INTERNATIONAL","Mohammed Shahadat Hossain","License expired","11-Oct-2022",,"10-Oct-2025","Dhaka","DHAKA","PALTAN"
0013630,"A H Travels & Trading","Nazmul Hasan","License expired","21-Jul-2022",,"20-Jul-2025","Dhaka","DHAKA","PALTAN"
0013629,"Tahsin Travels","Md. Khairul Islam Chowdhury","License expired","21-Jul-2022",,"20-Jul-2025","Dhaka","DHAKA","PALTAN"
0013614,"Farhan Air Point","Omar Faruk","License expired","07-Jul-2022",,"06-Jul-2025","Dhaka","DHAKA","PALTAN"
0013563,"Nusrat Travel & Tours","Md Omar Faruq","License expired","13-Jun-2022",,"12-Jun-2025","Dhaka","DHAKA","PALTAN"
0013710,"Al Helal Air International","S.M Helal Uddin","License expired","11-Sep-2022",,"10-Sep-2025","Dhaka","DHAKA","PALTAN"
0013613,"Ticket Hub","MD RAISUL ISLAM","License expired","07-Jul-2022",,"06-Jul-2025","Dhaka","DHAKA","PALTAN"
0013636,"Lakshmipur Air International","Shahjahan Kamal","License expired","24-Jul-2022",,"23-Jul-2025","Dhaka","DHAKA","PALTAN"
0013617,"Jannat Travels & Tourism","Md. Jasim Uddin","License expired","07-Jul-2022",,"06-Jul-2025","Dhaka","DHAKA","PALTAN"
0013708,"Number One Tours and Travels Int.","Toyab Khan","License expired","11-Sep-2022",,"10-Sep-2025","Dhaka","DHAKA","PALTAN"
0013590,"FLIGHTBOOK","Md. Maksudur Rahman","License expired","29-Jun-2022",,"28-Jun-2025","Dhaka","DHAKA","PALTAN"
0013641,"Eagle International Travels","Kawsaruzzaman Talukder","License expired","27-Jul-2022",,"26-Jul-2025","Dhaka","DHAKA","PALTAN"
0013718,"RUBICON TRAVELS & TOURS","MD. ABDUL AWAL","License expired","13-Sep-2022",,"12-Sep-2025","Dhaka","DHAKA","PALTAN"
0013698,"Sajid Air International","Saiful Islam Mozumdar","License expired","05-Sep-2022",,"04-Sep-2025","Dhaka","DHAKA","PALTAN"
0013653,"Shafin Aviation","Shan Shah MD Shanu","License expired","07-Aug-2022",,"06-Aug-2025","Dhaka","DHAKA","PALTAN"
0013628,"Talha International","Md. Jaker Hossain","License expired","21-Jul-2022",,"20-Jul-2025","Dhaka","DHAKA","PALTAN"
0013651,"KHAN AIR TRAVEL & TOURS","MD NAWAB KHAN","License expired","07-Aug-2022",,"06-Aug-2025","Dhaka","DHAKA","PALTAN"
0013655,"TIME COMPANY TRAVEL & TOURS","MD. EBRAHEAM","License expired","08-Aug-2022",,"07-Aug-2025","Dhaka","DHAKA","PALTAN"
0013738,"Kabar Pathe Air Travels","MASUD UDDIN AHMED","License expired","21-Sep-2022",,"20-Sep-2025","Dhaka","DHAKA","PALTAN"
0013725,"Nahid Tours & Travels","আশরাফুল ইসলাম","License expired","15-Sep-2022",,"14-Sep-2025","Dhaka","DHAKA","PALTAN"
0013726,"Alif Aviation","Yousuf Jamil","License expired","15-Sep-2022",,"14-Sep-2025","Dhaka","DHAKA","PALTAN"
0013794,"SULTAN INTERNATIONAL","Mohammed Haider Ali","License expired","12-Oct-2022",,"11-Oct-2025","Dhaka","DHAKA","PALTAN"
0013673,"NAFISA AIR OVERSEAS","MD ROIS CHOWDHURY","License expired","21-Aug-2022",,"20-Aug-2025","Dhaka","DHAKA","PALTAN"
0013864,"King Overseas Air Aviation","Md. Anuar (Anar)","License expired","30-Oct-2022",,"29-Oct-2025","Dhaka","DHAKA","PALTAN"
0013793,"JPL Tours & Travels","Md. Liakat Hossain","License expired","12-Oct-2022",,"11-Oct-2025","Dhaka","DHAKA","PALTAN"
0013729,"EVERGREEN TRAVEL & TOURISM","MD KHALILOR RAHMAN","License expired","19-Sep-2022",,"18-Sep-2025","Dhaka","DHAKA","PALTAN"
0013818,"The World Holidays","Syed Shah Nuri Ata Murshed Naushad","License expired","18-Oct-2022",,"17-Oct-2025","Dhaka","DHAKA","PALTAN"
0013672,"Talukder Tours & Travels","Md.Alam Talukder","License expired","21-Aug-2022",,"20-Aug-2025","Dhaka","DHAKA","PALTAN"
0013755,"BESTWAY GLOBAL TOURS & TRAVELS","Md. Monir Hossain","License expired","26-Sep-2022",,"25-Sep-2025","Dhaka","DHAKA","PALTAN"
0013775,"Al Manik Overseas","Abdul Malek","License expired","06-Oct-2022",,"05-Oct-2025","Dhaka","DHAKA","PALTAN"
0013747,"Shahadat Udraji Travels & Tours","Mohammad Shahadat Hossain Udraji","License expired","22-Sep-2022",,"21-Sep-2025","Dhaka","DHAKA","PALTAN"
0013835,"Jainan Travels","A.B.M Maniruzzaman","License expired","20-Oct-2022",,"19-Oct-2025","Dhaka","DHAKA","PALTAN"
0013825,"Arosh Air Travels","Md. Arifur Rahman","License expired","18-Oct-2022",,"17-Oct-2025","Dhaka","DHAKA","PALTAN"
0013679,"Flamenco Tours & Travels","Abul Hossain","License expired","23-Aug-2022",,"22-Aug-2025","Dhaka","DHAKA","PALTAN"
0013706,"Sho point Holidays and Corporation","Jafor Ahmmad ","License expired","11-Sep-2022",,"10-Sep-2025","Dhaka","DHAKA","PALTAN"
0013705,"Ahkaid Adnan Air Travels and Tours  Limited","Hafaz  Hossain Ahamad","License expired","11-Sep-2022",,"10-Sep-2025","Dhaka","DHAKA","PALTAN"
0013744,"Molla Air International","Mohammad Sojib","License expired","22-Sep-2022",,"21-Sep-2025","Dhaka","DHAKA","PALTAN"
0013754,"MEGH AVIATION","Sumon Miah","License expired","26-Sep-2022",,"25-Sep-2025","Dhaka","DHAKA","PALTAN"
0013805,"Al Razi Aviation","Hossain Mahmud","License expired","16-Oct-2022",,"15-Oct-2025","Dhaka","DHAKA","PALTAN"
0013692,"Arena International","Abu Sayem Azad","License expired","04-Sep-2022",,"03-Sep-2025","Dhaka","DHAKA","PALTAN"
0013792,"Rayan Travels","Alauddin","License expired","12-Oct-2022",,"11-Oct-2025","Dhaka","DHAKA","PALTAN"
0013751,"A. Hossen International Co. LTD.","Joyanal Abddin","License expired","26-Sep-2022",,"25-Sep-2025","Dhaka","DHAKA","PALTAN"
0013719,"Aroma Tours & Travels","Mohammed Solaiman Chowdhury","License expired","15-Sep-2022",,"14-Sep-2025","Dhaka","DHAKA","PALTAN"
0013817,"ALLAHHUMMA LABBAIK HAJJ TRAVELS","MD. ABDUL MATIN BHUIYAN","License expired","18-Oct-2022",,"17-Oct-2025","Dhaka","DHAKA","PALTAN"
0013697,"Family Air International","Md. Mahmudul Hasan","License expired","05-Sep-2022",,"04-Sep-2025","Dhaka","DHAKA","PALTAN"
0013873,"Maahirah International Limited","Mohammed Faruk Ahmed","License expired","02-Nov-2022",,"01-Nov-2025","Dhaka","DHAKA","PALTAN"
0013786,"Nadim Air Travels","Nasir Uddin   ","License expired","11-Oct-2022",,"10-Oct-2025","Dhaka","DHAKA","PALTAN"
0013801,"Mother Air Travels Bangladesh","Abu Hanif","License expired","13-Oct-2022",,"12-Oct-2025","Dhaka","DHAKA","PALTAN"
0013816,"FLY KAABA BD","MD. AKHIR MIAH","License expired","18-Oct-2022",,"17-Oct-2025","Dhaka","DHAKA","PALTAN"
0013761,"Redoy & Mredha International","Md. Asraful Islam Reday","License expired","27-Sep-2022",,"26-Sep-2025","Dhaka","DHAKA","PALTAN"
0013748,"BELAL TRAVELS","Md. Belal Hossain","License expired","22-Sep-2022",,"21-Sep-2025","Dhaka","DHAKA","PALTAN"
0013876,"GOMOTI AIR SERVICES","HIMEL CHANDRA ROY","License expired","03-Nov-2022",,"02-Nov-2025","Dhaka","DHAKA","PALTAN"
0013721,"BHANGA TRAVELS","Asad Rahman","License expired","15-Sep-2022",,"14-Sep-2025","Dhaka","DHAKA","PALTAN"
0013720,"Alvera Air International","Golam Robbani","License expired","15-Sep-2022",,"14-Sep-2025","Dhaka","DHAKA","PALTAN"
0013750,"R I Brothers Tours and Travels","Alamgir Hosen","License expired","26-Sep-2022",,"25-Sep-2025","Dhaka","DHAKA","PALTAN"
0013883,"S Three Travels & Tours","Syed Md. Balal Hossain","License expired","07-Nov-2022",,"06-Nov-2025","Dhaka","DHAKA","PALTAN"
0013861,"AGENCY SIX LIMITED","TANVIR AHMED","License expired","30-Oct-2022",,"29-Oct-2025","Dhaka","DHAKA","PALTAN"
0013800,"ANZ AIR SERVICE","Md Jahangir Hossain","License expired","13-Oct-2022",,"12-Oct-2025","Dhaka","DHAKA","PALTAN"
0013833,"AIRCOM","MOHAMMAD ULLAH ABED","License expired","20-Oct-2022",,"19-Oct-2025","Dhaka","DHAKA","PALTAN"
0013815,"Mallick Air International.","Sachin Kumar Mallick","License expired","18-Oct-2022",,"17-Oct-2025","Dhaka","DHAKA","PALTAN"
0013832,"Hazari Air International","Abu Taher","License expired","20-Oct-2022",,"19-Oct-2025","Dhaka","DHAKA","PALTAN"
0013813,"Duranta travels international","MD. Mizanur Rahaman ","License expired","18-Oct-2022",,"17-Oct-2025","Dhaka","DHAKA","PALTAN"
0013774,"N.B.A Tours & Travels","Nazma Begum","License expired","06-Oct-2022",,"05-Oct-2025","Dhaka","DHAKA","PALTAN"
